Price,Close,High,Low,Open,Volume
Ticker,PETR4.SA,PETR4.SA,PETR4.SA,PETR4.SA,PETR4.SA
Date,,,,,
2023-04-17,16.966041564941406,17.023209156929266,16.648444370136477,16.667500637978147,49427100
2023-04-18,17.39797592163086,17.544071568618413,16.845357418306023,16.96604349374548,99478800
2023-04-19,16.83900260925293,17.347157612042647,16.80089128692797,17.251878700461713,73217800
2023-04-20,16.953336715698242,17.137542438234615,16.69925923037031,16.845353632991742,54738400
2023-04-24,17.27728843688965,17.31539976225984,16.8326518652677,16.89617154857615,43820900
2023-04-25,17.207416534423828,17.46784614364243,16.972394071414826,17.251879948943515,53854100
2023-04-26,16.9914493560791,17.289990273097974,16.9914493560791,17.226471805482504,40249400
2023-04-27,16.57857322692871,17.264583095072243,16.457885957925214,17.054969002348862,115632700
2023-04-28,16.957918167114258,17.208350457903105,16.5643791756179,16.88636549913732,81138500
2023-05-02,16.27101707458496,16.986541139596195,16.19946439513307,16.957920886667747,67911100
2023-05-03,16.213769912719727,16.449892722526194,16.04204435692897,16.170838864960388,51133700
2023-05-04,16.471363067626953,16.72895078366178,16.177998332174962,16.378344181896082,57854400
2023-05-05,17.172574996948242,17.294214124433438,16.58584556957976,16.67170768030246,83365200
2023-05-08,17.537494659423828,17.62335678130932,17.322836625202463,17.494563598481083,59352300
2023-05-09,17.5947322845459,17.744991643975276,17.344298654076777,17.465937768033008,33978200
2023-05-10,17.55180549621582,17.759306761734305,17.408700139838103,17.594736557227606,41500700
2023-05-11,18.195775985717773,18.231551640695855,17.12248995933021,17.265593943996297,136878100
2023-05-12,18.782503128051758,19.133109689338294,18.231549375421377,18.303102041240866,117237500
2023-05-15,18.36034393310547,18.71095049500612,18.17430754755038,18.646553232131147,81996700
2023-05-16,18.818281173706055,19.34061474534148,18.66086638067088,18.68233259257494,117782700
2023-05-17,18.36034393310547,19.147420528991272,18.253015616565037,19.032936809381003,107129200
2023-05-18,18.467674255371094,18.496295870758974,18.138533866932896,18.310259464998964,63010500
2023-05-19,18.439054489135742,18.732419230799596,18.34603560143524,18.660866555203924,69245500
2023-05-22,18.331724166870117,18.610778070152378,18.245860692531316,18.517759192555875,38010200
2023-05-23,18.782503128051758,18.911297653576113,18.260170987650607,18.35318849788843,58285300
2023-05-24,19.068714141845703,19.247595140108334,18.639399473064646,18.782504817576235,54796400
2023-05-25,18.925609588623047,19.204663500735954,18.739573192296554,19.176041886799414,49182700
2023-05-26,19.176040649414062,19.254748717907027,18.982850226823235,19.183196052436475,39866600
2023-05-29,19.097333908081055,19.190351417682155,19.004315033726375,19.14026496137744,17977100
2023-05-30,18.88267707824707,19.176041795938204,18.7896595629014,19.118799933090024,45736700
2023-05-31,18.689489364624023,18.86121497816565,18.510608346590598,18.796817702493307,49207600
2023-06-01,19.290525436401367,19.319147050075827,18.71810681044873,18.81827972880203,63148200
2023-06-02,19.44794273376465,19.748462871374286,19.397856271621997,19.626823735561963,39919300
2023-06-05,19.65544319152832,19.719840458752138,19.483717600516034,19.705531016399707,39321700
2023-06-06,20.07044792175293,20.213553269562837,19.46940764455731,19.641134607830697,75426600
2023-06-07,20.657176971435547,20.7931255388815,20.342346052303654,20.49976082949279,82330400
2023-06-09,21.666065216064453,21.74477192078375,20.764504895319487,20.821746755457884,80442400
2023-06-12,22.0452938079834,22.174088344884098,21.49434137144133,21.623134543588318,119350400
2023-06-13,22.002277374267578,22.291981004217497,21.796434517813697,22.291981004217497,79174900
2023-06-14,22.947628021240234,22.947628021240234,22.017523906843298,22.0632677333415,98326000
2023-06-15,22.406339645385742,23.51941479968023,22.322478864466376,23.023868269410816,120579500
2023-06-16,22.59693145751953,22.81039827447219,22.13950484910112,22.284355929842544,94572000
2023-06-19,23.19158935546875,23.222083785777105,22.528318410307325,22.58930872504784,34573900
2023-06-20,23.305946350097656,23.443174923774684,22.795151911479724,23.10010348958211,55605300
2023-06-21,24.28179359436035,24.39615025786934,23.519413898801936,23.580404216281654,89294300
2023-06-22,23.97684097290039,24.159811917448465,23.694759857894727,23.98446348989823,43455800
2023-06-23,22.993371963500977,23.847237879489583,22.787529092576417,23.78624756078496,76023400
2023-06-26,23.511789321899414,23.671888355864514,22.962876478717003,22.962876478717003,53635000
2023-06-27,23.328815460205078,23.78624349944903,23.130596594728576,23.580400663670705,48399600
2023-06-28,23.549907684326172,23.770998487951363,23.290698478618488,23.31357039234228,36794600
2023-06-29,23.65664291381836,23.725257204016465,23.450800043224042,23.63377099904436,32071800
2023-06-30,22.513072967529297,23.694760915790663,22.352972475074374,23.63377059821828,104262900
2023-07-03,22.932382583618164,23.00862084865101,22.657925411149495,22.657925411149495,31266900
2023-07-04,22.985746383666992,23.16871732697904,22.840893841581867,22.840893841581867,18308000
2023-07-05,22.955251693725586,23.290697692272857,22.61218027007067,22.99337009452112,53585500
2023-07-06,22.60455894470215,22.871392143872114,22.223369075637613,22.757035473977542,47685700
2023-07-07,22.49020004272461,23.0238663880998,22.383467355299096,22.68841892946043,55533500
2023-07-10,22.5283203125,22.61980651939737,22.116636016771658,22.19287428016548,25590200
2023-07-11,22.223365783691406,22.51307085557587,22.109009130736485,22.51307085557587,40877000
2023-07-12,22.238615036010742,22.696043128916667,22.215743122422108,22.261486949599377,40181800
2023-07-13,22.58930778503418,22.65792206802747,22.139505141367994,22.162375599616595,35886500
2023-07-14,22.14712905883789,22.551190811563725,22.002277967022454,22.490200495503583,34451100
2023-07-17,22.10138702392578,22.177625283699918,21.308512902996803,21.659206862184426,52160800
2023-07-18,21.97940444946289,22.26148554948622,21.887918254986108,22.109009043399492,35640400
2023-07-19,22.18524932861328,22.208119788734617,21.781187568357975,21.964158519947965,46517700
2023-07-20,22.20811653137207,22.375840969654906,22.017521636322407,22.162374163714773,33177100
2023-07-21,22.627429962158203,22.764658542234123,22.20812025035691,22.223368193503987,52059200
2023-07-24,23.1001033782959,23.183965607166478,22.68841911337195,22.71891354397337,45268100
2023-07-25,23.633771896362305,23.671890301642343,23.02386868713802,23.25258202706614,56261000
2023-07-26,23.633771896362305,23.801494915367996,23.351690753268603,23.59565349108227,45880200
2023-07-27,22.406339645385742,23.5499092325262,22.398715673643267,23.51941479968023,86471900
2023-07-28,22.688419342041016,22.833271887698167,22.352971877301655,22.436834107017454,43608600
2023-07-31,23.71763038635254,23.748124814934698,23.100101848671898,23.100101848671898,91290800
2023-08-01,23.328815460205078,23.702381280252602,22.83326902357565,23.702381280252602,75752400
2023-08-02,23.27545166015625,23.31357006169813,22.718913400427645,23.260203717889972,62068400
2023-08-03,23.57278060913086,23.73287964969288,23.34406727857829,23.58040458069913,57304400
2023-08-04,22.87139129638672,23.740503700329768,22.673172397323167,23.405057674951966,120685800
2023-08-07,23.01624298095703,23.252580274957662,22.764657744343754,22.764657744343754,44984900
2023-08-08,23.03911590576172,23.168720523588224,22.657926024404237,22.802778586474798,34771300
2023-08-09,23.222082138061523,23.42030101043459,22.993368837543823,23.03148723625554,48561500
2023-08-10,23.3516902923584,23.52703873390785,22.962877912979675,23.10010504175362,54020200
2023-08-11,23.298322677612305,23.664266030151143,22.993371095599812,23.33644253419127,39403200
2023-08-14,23.35931396484375,23.435552227046347,23.07723428505521,23.237333326969154,27992700
2023-08-15,23.527036666870117,24.51050712181649,23.519412695809628,24.434267411211582,87366200
2023-08-16,24.045454025268555,24.38090001266875,23.542282135920793,23.63376833056322,74461000
2023-08-17,23.969219207763672,24.541002553272577,23.87010902818457,24.205556517790544,57570600
2023-08-18,24.03020668029785,24.15218730676647,23.7709974855211,23.946344454304267,45579700
2023-08-21,23.862485885620117,24.419022760946874,23.610900623203637,24.167438952654386,42236900
2023-08-22,24.225994110107422,24.225994110107422,23.933160461846345,24.138935172330598,31372200
2023-08-23,25.516042709350586,25.516042709350586,24.605884938802355,24.692943875702465,95507400
2023-08-24,25.476469039916992,25.89593456501844,25.199466067864492,25.53978573016097,49332300
2023-08-25,25.30235481262207,25.69807661238571,25.167809853568368,25.626846839383564,34079000
2023-08-28,25.5872745513916,25.59518762852225,25.21529652502266,25.405240567219398,24956100
2023-08-29,25.642675399780273,25.72181824828639,25.318183380782294,25.642675399780273,40607500
2023-08-30,25.816791534423828,25.880108231613914,25.563530783876075,25.650589732959297,34637900
2023-08-31,25.278610229492188,25.95133496270506,25.231122712169185,25.888018272941054,48971500
2023-09-01,25.82470703125,25.872191533933265,25.2944402714725,25.49230041693603,50089200
2023-09-04,25.555618286132812,25.895937993485582,25.492301587506084,25.864279644172218,21667400
2023-09-05,26.410369873046875,26.50534491123858,25.50021506700508,25.539786490031933,75082900
2023-09-06,26.52908706665039,26.750689450095532,26.291655510229734,26.394540605911526,57856500
2023-09-08,26.43411636352539,26.647802661564885,26.32331214718207,26.497430039472526,39074100
2023-09-11,26.410369873046875,26.663630603345986,26.378714546089025,26.48951573820663,30276200
2023-09-12,26.53700065612793,26.73486079348434,26.505345328671538,26.552829829409173,31963000
2023-09-13,26.14128303527832,26.67154982716136,26.14128303527832,26.63197839949401,47685700
2023-09-14,26.806089401245117,26.908977513558394,26.196679842321814,26.196679842321814,46502100
2023-09-15,26.821918487548828,26.90106435026825,26.60031611014637,26.806089315004943,54801500
2023-09-18,27.011865615844727,27.47089954449993,26.790260218705626,26.908977503569645,52363400
2023-09-19,27.075178146362305,27.39966862299908,26.964376962014015,27.0751781463623,43247200
2023-09-20,27.138498306274414,27.391759051218372,26.916892890118785,27.027697107749713,39102300
2023-09-21,26.719030380249023,27.13849590497056,26.616145287354684,26.90897743170296,60109400
2023-09-22,26.932722091674805,27.059352464276593,26.75860721628874,26.92480901424617,31020500
2023-09-25,27.10683822631836,27.170154918061677,26.85357749755715,26.86940667049298,26767200
2023-09-26,26.48160171508789,26.980210137753676,26.481601715087887,26.908980363087135,60687500
2023-09-27,27.320526123046875,27.320526123046875,26.734858831055174,26.798175519532496,53708700
2023-09-28,27.265127182006836,27.33635695130625,27.07518012417304,27.265127182006836,30765000
2023-09-29,27.415502548217773,27.455073975330787,27.106841189987342,27.304701344658785,40227600
2023-10-02,27.003950119018555,27.518387672699635,26.853577504746962,27.344269789464924,34403400
2023-10-03,26.885234832763672,27.091008034982,26.616144941182217,26.885234832763672,37947300
2023-10-04,25.816791534423828,26.679461909447838,25.634760558661775,26.592402960364616,88895900
2023-10-05,25.90384864807129,26.070050437759477,25.555615895518983,25.729730762242095,35342000
2023-10-06,26.52117156982422,26.766519227828994,25.587274496016807,25.800960788249157,48132800
2023-10-09,27.660846710205078,27.763734822903245,26.988120458385943,27.027694899573994,77528400
2023-10-10,27.866619110107422,27.969507219828277,27.494644130372773,27.621274488834633,48326500
2023-10-11,27.795391082763672,27.898279198917894,27.296785713390452,27.811220255949404,41578500
2023-10-13,28.713462829589844,28.776779524175808,28.317742545746075,28.325658642122406,66943700
2023-10-16,29.03003692626953,29.125008938121887,28.460198816943738,28.808434558912086,49626600
2023-10-17,29.813562393188477,29.813562393188477,28.99046656198417,29.04586715584102,68814800
2023-10-18,30.486289978027344,30.557519747426483,30.00351076533387,30.066827457735798,85931700
2023-10-19,30.343828201293945,30.446716309305785,30.01142162891179,30.359657373226984,56016600
2023-10-20,29.956022262573242,30.75537887282127,29.591960350532542,30.62083241543738,66242400
2023-10-23,27.977418899536133,29.12500816404777,27.90618913776353,28.958806392946936,104499100
2023-10-24,28.396886825561523,28.642231455593038,27.834961759414696,28.21485586746827,78634900
2023-10-25,28.547258377075195,28.713460156229917,28.293997660523456,28.555174472714498,32846500
2023-10-26,28.254425048828125,28.43645599248366,27.81913339929483,28.373139306461336,47858600
2023-10-27,28.048646926879883,28.855916504015468,27.834957654775852,28.658056402338282,45843100
2023-10-30,27.76373863220215,28.270260150203843,27.589620728224165,28.15945894552927,31346900
2023-10-31,27.49464225769043,27.84287496496566,27.296782147376067,27.708328520016938,36965200
2023-11-01,27.795391082763672,28.1277976814519,27.621276215932774,27.716248235941087,46335300
2023-11-03,28.127796173095703,28.40479914122651,27.739988998606655,28.32565629864797,30959700
2023-11-06,28.104049682617188,28.594744946399675,28.104049682617188,28.28608364702069,33583600
2023-11-07,27.63710594177246,28.032826265239578,27.431332701976405,27.755823246455186,48919900
2023-11-08,27.043519973754883,27.542128325585157,26.83774677567739,27.383839624468546,59742900
2023-11-09,27.60544776916504,27.819137084136393,27.193898312824594,27.3046995089343,56231100
2023-11-10,27.47881317138672,27.747903043009035,27.312608383689337,27.431325657886653,40004800
2023-11-13,28.24651336669922,28.29400088863531,27.439243608423027,27.447159704965493,44120000
2023-11-14,28.634315490722656,28.681803004216285,28.088222671521546,28.246508344955586,50888600
2023-11-16,28.135713577270508,28.879669696002846,28.09614214989475,28.476033287093518,72361200
2023-11-17,29.053781509399414,29.21998329827451,28.349399911599765,28.357316007702046,87666300
2023-11-20,29.077529907226562,29.457421045147008,28.705551847153746,29.101272159875844,67796900
2023-11-21,28.776779174804688,28.919238716787376,28.42063031984797,28.919238716787376,49597800
2023-11-22,28.917621612548828,28.917621612548828,28.16918499795432,28.70378392441959,58578300
2023-11-23,28.92584800720215,28.991646156928216,28.62976574572024,28.892952069767578,24068100
2023-11-24,29.00809669494629,29.46044800891649,28.54751904326234,28.769583100104857,53456200
2023-11-27,28.84360122680664,29.115013867293836,28.580414923113235,28.786029418962972,36996000
2023-11-28,29.279504776000977,29.295954313183945,28.909401170383667,28.925847570138217,36875900
2023-11-29,28.975196838378906,29.633162653467615,28.736683249962848,29.526245365497783,37528600
2023-11-30,29.534467697143555,29.542690896965407,28.983422323655848,29.1643609565922,58808800
2023-12-01,29.337074279785156,29.60848691581229,29.221930665989948,29.378199688221873,36388100
2023-12-04,28.71200942993164,29.238382062158923,28.662660819124692,29.14791117772704,35601900
2023-12-05,28.580415725708008,28.925846582470403,28.52284391624761,28.720232080846603,43234200
2023-12-06,27.552339553833008,28.621534192615574,27.552339553833008,28.41591971833324,64179200
2023-12-07,27.48654556274414,28.111615415820705,27.174013773634222,27.675713668558515,64723900
2023-12-08,28.366579055786133,28.407701330120275,27.53589468206568,27.725059653945483,53290700
2023-12-11,28.25965690612793,28.531066410094994,28.160962826269746,28.34190144977171,30613300
2023-12-12,28.029369354248047,28.45704474123104,27.7990789873016,28.415922469878236,30371500
2023-12-13,28.432374954223633,28.473497229840643,28.07871773654599,28.136289549895512,38992900
2023-12-14,29.04921531677246,29.39464929643619,28.654435866748326,28.78602901675637,57950000
2023-12-15,29.11501693725586,29.43577508261449,28.786032454236025,29.01631970989278,56570100
2023-12-18,29.476896286010742,29.855226231516653,29.2630585760291,29.402874936896243,44474300
2023-12-19,29.814105987548828,29.814105987548828,29.452225554691513,29.57559238666556,32183000
2023-12-20,29.921024322509766,30.217109718391956,29.84700297353922,29.91279798516391,38947900
2023-12-21,29.92924690246582,30.167760481700117,29.66606058656189,30.159534144524663,30511900
2023-12-22,30.217111587524414,30.266457064938177,29.91279983547263,30.019720265583487,31234700
2023-12-26,30.70235824584961,30.735254180975414,30.291129251208783,30.315801986910195,23466800
2023-12-27,30.727033615112305,30.784605428302143,30.537868637855908,30.69413453973854,19588500
2023-12-28,30.62833595275879,30.727030029936127,30.463843732511126,30.620109616160924,21421900
2024-01-02,31.072463989257812,31.162934876351073,30.75993219057186,30.79282812798249,24043800
2024-01-03,32.042964935302734,32.174558098053176,30.981993295823788,31.08891372100492,52300200
2024-01-04,31.771554946899414,32.363722601935315,31.672857723203066,32.174557629326635,45344900
2024-01-05,31.84557342529297,32.19100426480661,31.590610326536606,31.96894023765006,35783700
2024-01-08,31.60706329345703,31.60706329345703,30.93264793959002,31.565941018207287,35158100
2024-01-09,31.335647583007812,31.870246521566656,31.27807577576956,31.804448377621117,27279000
2024-01-10,31.04779052734375,31.475469077986645,30.850399220343803,31.335649581897435,27382000
2024-01-11,31.310977935791016,31.376776086225906,31.0066693336009,31.236956585266014,26564400
2024-01-12,31.393218994140625,31.853796583663474,31.39321899414063,31.66463162834913,24479500
2024-01-15,31.730432510375977,31.763328447345007,31.13826172093555,31.245182144013054,13818300
2024-01-16,31.335647583007812,31.903145593539428,31.319201184449614,31.75510290709015,31277700
2024-01-17,31.154714584350586,31.376778654099297,31.10536596748573,31.22873594093349,27577300
2024-01-18,31.031339645385742,31.36854729643167,30.89152329278467,31.36854729643167,22987200
2024-01-19,30.866846084594727,31.1711577872619,30.620109325281213,31.097136445725038,31745200
2024-01-22,31.006664276123047,31.097135149500122,30.620108048940267,30.842172064294548,22753700
2024-01-23,31.393218994140625,31.5577112145008,30.784601857464587,31.12180949736027,32498500
2024-01-24,31.154714584350586,31.69753682014896,31.06424368881273,31.4919222893552,25415300
2024-01-25,32.30615234375,32.30615234375,31.360327435222267,31.46724472655893,48655300
2024-01-26,32.86541748046875,32.97233788773608,32.001837298516804,32.158103172655245,41378200
2024-01-29,33.367122650146484,33.38357218754554,32.75850545352387,32.89832181527312,30547500
2024-01-30,33.1615104675293,33.50694450231016,32.939446403190594,33.03814049708713,34829000
2024-01-31,33.52338790893555,33.918170524114785,33.04636388318893,33.087486157186824,57978900
2024-02-01,34.189579010009766,34.4445421209829,33.44936555068666,33.53983643320707,61629200
2024-02-02,33.745452880859375,34.362296420065505,33.73722968080516,34.19780731955332,36485600
2024-02-05,33.89349365234375,34.280049918890654,33.66320641478983,33.72900142376454,27703000
2024-02-06,34.20602798461914,34.83109467755616,33.94284167839005,34.09088436782245,35474600
2024-02-07,34.707725524902344,34.707725524902344,34.066206201404235,34.14845387745684,30648100
2024-02-08,34.4280891418457,34.9133394416743,34.4280891418457,34.78996949831375,25589100
2024-02-09,33.9675178527832,34.8146518030549,33.9675178527832,34.65838276092988,30388000
2024-02-14,33.712554931640625,34.04976258745553,33.60563451274469,33.80302267655287,18315300
2024-02-15,34.789974212646484,34.789974212646484,33.59740943579457,33.729002595744745,33246400
2024-02-16,35.11072540283203,35.27521760460809,34.59257920276499,34.617251934931666,37268900
2024-02-19,35.283451080322266,35.31634701739214,35.00381522194356,35.16830431957821,12826700
2024-02-20,34.9133415222168,35.21765009323162,34.62547934969732,35.17652782213688,42375400
2024-02-21,34.962684631347656,35.13540317816603,34.65015288219205,34.913339164337806,20873800
2024-02-22,34.699501037597656,35.10250682816005,34.37874292747055,35.094280491402415,32162800
2024-02-23,34.46098709106445,34.74062290115039,34.22247354828541,34.658375229108714,43924500
2024-02-26,35.11072540283203,35.1436244706728,34.40341426882225,34.460986068829705,25885700
2024-02-27,35.06138610839844,35.21765200199917,34.85577160435247,35.11895791853704,27678100
2024-02-28,33.251976013183594,35.31634413959363,32.75850248563412,34.97091329779464,112322000
2024-02-29,33.01346206665039,33.918167706593636,32.77494850487577,33.38356877674408,61899800
2024-03-01,33.04636001586914,33.59740532529607,33.013460945549554,33.186176358585335,31248500
2024-03-04,32.96411895751953,33.51516432512031,32.91477034683042,33.12038485189251,21988000
2024-03-05,32.86541748046875,33.20262509960914,32.57755846562742,32.98056108640528,30293300
2024-03-06,33.58917999267578,33.58917999267578,32.98878611590952,33.06280745071236,45481000
2024-03-07,33.219078063964844,33.67142933574322,33.12860718212351,33.424692563630316,50199800
2024-03-08,30.184207916259766,30.48029328538611,28.868273290968038,29.526242172327976,230369800
2024-03-11,29.320627212524414,31.03956445586968,29.03276504717433,29.33707361061016,127528700
2024-03-12,30.282901763916016,30.620109401213927,29.740079637108938,29.896345519661782,76139100
2024-03-13,29.921024322509766,30.70236008665923,29.8634525108025,30.348702879069773,45140600
2024-03-14,29.789430618286133,30.3651487248541,29.731858807629337,30.217109167042604,39983400
2024-03-15,29.871675491333008,29.978595914044863,29.55914056048289,29.85522595419054,59362500
2024-03-18,29.88812255859375,30.200657463616746,29.19725774284343,29.9456943651206,35326100
2024-03-19,29.666057586669922,30.30757377463578,29.246605418560254,29.929243875959916,48540800
2024-03-20,30.184207916259766,30.217106987813395,29.45222083004639,29.797651669075027,39017900
2024-03-21,29.36174774169922,30.48029099089582,29.34529820716069,30.307572446955234,47220200
2024-03-22,29.649606704711914,29.78942617934984,29.139683684551994,29.526239902013884,34426800
2024-03-25,30.101966857910156,30.291134992234493,29.74008640351383,29.756535942908503,26951500
2024-03-26,29.822324752807617,30.15953239660567,29.74830340966033,30.15953239660567,24837800
2024-03-27,30.06083869934082,30.151309579604327,29.707181515089783,29.83877466708355,19995700
2024-03-28,30.727033615112305,30.858626779178863,29.99504644390279,30.019719181718862,31958200
2024-04-01,30.965545654296875,31.014891127457194,30.60366211817,30.84217569653938,23697800
2024-04-02,31.76332664489746,31.788002518009495,31.064238609478526,31.105360881427597,45930700
2024-04-03,31.598834991455078,32.08408533906252,31.434345900682356,31.829125365907824,31437200
2024-04-04,31.23695182800293,32.47063872391503,30.7846005936541,31.639957594469212,165566800
2024-04-05,31.335647583007812,31.722203835117384,30.57076141549596,31.17115849800034,65469200
2024-04-08,31.771554946899414,32.1252121549069,31.03134145631899,31.278078240702985,36384400
2024-04-09,31.853797912597656,32.19100556656157,31.30275255944395,31.993617403836893,36989300
2024-04-10,32.56111526489258,32.67625889322771,31.796229005319415,31.85380081948698,55821500
2024-04-11,32.322601318359375,32.70093127517522,32.240356766852805,32.5693381103076,33195300
2024-04-12,32.026512145996094,32.939440992508786,31.829123990626307,32.668031494518296,39613500
2024-04-15,32.33082580566406,32.44596942615496,31.771554102626826,32.026514080162855,28692000
2024-04-16,32.4788703918457,32.65980903283094,32.03474228342746,32.084087759410465,37303000
2024-04-17,32.717376708984375,32.8571961939212,32.355496335348825,32.47886628456202,39221700
